emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
senior_trainer,7,TX,mortgage,62300.0,verified,34.11,0.0,not_applicable,0.0,0,2010,1,20,16,346418,67280,0,0,0,0,3,6,12.0,16,0,0,6,76200,13,11,7,1,100.0,0,0,debt_consolidation,individual,20325,36,18.06,735.41,D,D2,2018-02-01,current,whole,Cash,18567.75,2921.25,1757.25,1164.0,0.0,Never Late,Large Loan,Moderate Risk,19.42162358768886,Low,Good Loan,0,Middle Income,16,Short Term
not_provided,0,OR,rent,9000.0,verified,6.93,0.0,not_applicable,0.0,0,2010,3,9,5,61066,67119,0,0,0,0,2,3,0.0,5,0,0,1,2000,3,3,2,0,100.0,0,0,debt_consolidation,individual,5000,36,16.02,175.84,C,C5,2018-01-01,current,whole,Cash,4439.79,859.18,560.21,298.97,0.0,Never Late,Medium Loan,Low Risk,109.91222611600564,High,Good Loan,0,Low Income,16,Short Term
senior_teller,3,IN,mortgage,100000.0,source verified,4.84,0.0,not_applicable,0.0,0,2006,0,14,5,232094,16531,1,0,0,72,0,3,14.0,5,0,0,3,23100,10,4,3,1,100.0,0,0,credit_card,individual,12000,36,6.07,365.45,A,A2,2018-02-01,current,fractional,DirectPay,11081.12,1092.3,918.88,173.42,0.0,Never Late,Medium Loan,Low Risk,7.1225451756615845,Low,Good Loan,0,High Income,20,Short Term
accounting_associates,5,NJ,mortgage,55000.0,not verified,20.58,0.0,not_applicable,0.0,1,1996,2,33,11,339723,25684,0,0,0,0,3,3,11.0,11,0,0,1,13000,25,7,3,2,90.9,0,0,debt_consolidation,individual,7325,36,11.99,243.26,B,B5,2018-01-01,current,whole,Cash,6634.45,968.16,690.55,277.61,0.0,Never Late,Medium Loan,Moderate Risk,7.5602770492430595,Low,Good Loan,0,Middle Income,30,Short Term
eeo_lead_officer,0,MD,mortgage,60000.0,not verified,15.96,0.0,not_applicable,0.0,0,2005,1,41,16,141348,113519,0,1,0,696,7,5,2.0,16,0,0,1,4000,10,9,6,0,82.5,1,0,debt_consolidation,individual,10000,36,15.05,346.9,C,C4,2018-01-01,current,whole,Cash,8628.72,2014.52,1371.28,643.24,0.0,Late (37-60 Months),Medium Loan,Low Risk,80.3117129354501,High,Good Loan,0,Middle Income,21,Short Term
senior_engineer,8,MI,mortgage,135000.0,source verified,7.72,0.0,not_applicable,0.0,0,2005,7,44,28,594046,66860,0,0,0,652,1,6,1.0,28,0,0,9,64400,38,26,11,3,100.0,0,0,debt_consolidation,individual,40000,60,10.91,867.91,B,B4,2018-02-01,current,whole,Cash,37955.35,3447.4,2044.65,1402.75,0.0,Never Late,Very Large Loan,Low Risk,11.255020654966113,Low,Good Loan,0,High Income,21,Long Term
grant_manager,10,PA,own,60000.0,source verified,7.45,120000.0,Source Verified,14.82,0,2002,1,46,20,160845,35145,0,0,0,0,7,7,3.0,20,0,0,4,116200,21,13,5,3,71.1,0,0,debt_consolidation,joint,10000,36,7.96,313.18,A,A5,2018-03-01,current,fractional,Cash,9254.54,930.7,745.46,185.24,0.0,Late (37-60 Months),Medium Loan,Low Risk,21.850228480835586,Low,Good Loan,0,Middle Income,24,Short Term
orderfiller,2,AL,rent,32000.0,verified,4.5,0.0,not_applicable,0.0,0,2013,0,5,5,13700,10116,0,0,0,0,3,2,22.0,5,0,0,0,2700,2,2,0,0,40.0,0,0,other,individual,10000,60,13.59,230.57,C,C2,2018-01-01,current,whole,Cash,9522.69,914.73,477.31,437.42,0.0,Late (13-36 Months),Medium Loan,Low Risk,73.83941605839416,High,Good Loan,0,Low Income,13,Long Term
radiology_manager,10,GA,mortgage,100000.0,source verified,11.93,0.0,not_applicable,0.0,0,2004,2,20,12,342550,34156,0,0,0,0,1,4,2.0,12,0,0,3,40200,11,10,5,2,95.0,0,0,debt_consolidation,individual,28775,36,12.61,964.15,C,C1,2018-03-01,current,fractional,Cash,26768.75,2872.29,2006.25,866.04,0.0,Never Late,Large Loan,Low Risk,9.971099109619033,Low,Good Loan,0,High Income,22,Short Term
sr_it_system_eng,4,NY,mortgage,64600.0,source verified,27.23,160600.0,Source Verified,16.0,1,2010,0,16,10,59600,41660,0,0,0,535,2,4,13.0,10,0,0,3,15300,11,8,5,0,85.7,0,0,home_improvement,joint,16800,36,17.09,599.72,D,D1,2018-02-01,current,fractional,Cash,15327.07,2382.93,1472.93,910.0,0.0,Never Late,Large Loan,Moderate Risk,69.8993288590604,Medium,Good Loan,0,Middle Income,16,Short Term
not_provided,0,CA,mortgage,150000.0,source verified,13.89,225500.0,Source Verified,11.41,0,1999,12,24,12,134920,114997,0,2,0,0,3,9,1.0,12,0,0,3,5600,12,9,7,0,66.7,0,2,debt_consolidation,joint,10000,36,12.62,335.12,C,C1,2018-02-01,late (31-120 days),fractional,Cash,9408.15,980.71,591.85,372.1,16.76,Late (37-60 Months),Medium Loan,Low Risk,85.23347168692558,High,Good Loan,0,High Income,27,Short Term
not_provided,0,FL,own,25000.0,source verified,0.0,0.0,not_applicable,0.0,0,2008,1,9,5,16200,0,0,0,0,0,0,3,0.0,5,0,0,0,15200,9,5,0,0,100.0,0,0,major_purchase,individual,6000,36,13.58,203.85,C,C2,2018-03-01,current,whole,Cash,5587.52,602.5,412.48,190.02,0.0,Never Late,Medium Loan,Low Risk,0.0,Low,Good Loan,0,Low Income,18,Short Term
lab_tech,10,TX,rent,39800.0,verified,14.05,0.0,not_applicable,0.0,0,2007,0,7,6,28400,15710,0,0,0,152,0,1,13.0,6,0,0,2,10000,6,6,4,0,100.0,0,0,home_improvement,individual,35000,60,20.0,927.29,D,D4,2018-02-01,current,whole,Cash,33589.39,3670.27,1410.61,2259.66,0.0,Never Late,Very Large Loan,Low Risk,55.316901408450704,Medium,Good Loan,0,Low Income,19,Long Term
brigade_s1,4,TX,rent,73000.0,not verified,24.33,0.0,not_applicable,0.0,0,2010,1,11,7,90025,43031,0,0,0,0,3,4,7.0,7,0,0,1,13000,6,3,2,0,100.0,0,0,debt_consolidation,individual,10000,36,5.31,301.11,A,A1,2018-03-01,current,whole,DirectPay,9485.14,596.32,514.86,81.46,0.0,Never Late,Medium Loan,Moderate Risk,47.798944737572896,Medium,Good Loan,0,Middle Income,16,Short Term
technical_support_program_analyst,3,CA,rent,63288.0,source verified,22.24,0.0,not_applicable,0.0,0,2004,1,8,5,60671,44704,0,0,0,0,3,1,2.0,5,0,0,2,15000,3,2,2,0,100.0,0,0,other,individual,1500,36,17.47,53.84,D,D1,2018-03-01,current,whole,Cash,1402.59,158.61,97.41,61.2,0.0,Never Late,Small Loan,Moderate Risk,73.68264904155197,High,Good Loan,0,Middle Income,22,Short Term
software_engineer,2,KY,rent,84000.0,source verified,7.06,0.0,not_applicable,0.0,0,2006,2,12,7,53694,22809,0,0,0,0,1,5,6.0,7,0,0,3,37100,9,6,3,0,100.0,0,0,debt_consolidation,individual,29000,36,11.98,962.94,B,B5,2018-02-01,current,whole,Cash,24324.88,5732.46,4675.12,1057.34,0.0,Never Late,Large Loan,Low Risk,42.479606659962,Medium,Good Loan,0,Middle Income,20,Short Term
not_provided,0,MD,own,63000.0,not verified,30.0,0.0,not_applicable,0.0,0,2001,1,25,16,314313,98611,0,0,0,52,3,8,7.0,16,0,0,3,37600,20,12,3,2,76.0,0,0,debt_consolidation,individual,20000,60,21.85,550.68,D,D5,2018-03-01,late (31-120 days),whole,Cash,20000.0,0.0,0.0,0.0,0.0,Late (13-36 Months),Large Loan,Moderate Risk,31.373503482197684,Medium,Good Loan,0,Middle Income,25,Long Term
director_of_learning_performance,6,UT,mortgage,116000.0,source verified,23.96,0.0,not_applicable,0.0,0,2002,2,22,11,269307,269011,0,0,0,0,7,5,1.0,11,0,0,1,22800,9,4,1,2,100.0,0,0,home_improvement,individual,15000,60,9.92,318.12,B,B2,2018-02-01,current,whole,Cash,14412.81,946.09,587.19,358.9,0.0,Never Late,Large Loan,Moderate Risk,99.89008826358022,High,Good Loan,0,High Income,24,Long Term
route_truck_driver,1,VA,mortgage,60495.2,source verified,27.24,0.0,not_applicable,0.0,0,2004,3,37,21,330254,50442,0,1,0,0,2,13,4.0,21,0,0,4,34400,24,18,5,2,100.0,0,1,debt_consolidation,individual,5000,36,9.43,160.01,B,B1,2018-03-01,current,whole,Cash,4634.99,477.41,365.01,112.4,0.0,Never Late,Medium Loan,Moderate Risk,15.273698426059942,Low,Good Loan,0,Middle Income,22,Short Term
not_provided,0,NY,rent,28000.0,source verified,0.0,0.0,not_applicable,0.0,0,2000,0,4,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,2,0,0,0,100.0,0,0,major_purchase,individual,2500,36,21.85,95.29,D,D5,2018-03-01,in grace period,whole,Cash,2399.56,187.55,100.44,87.11,0.0,Never Late,Small Loan,Low Risk,,,Good Loan,0,Low Income,26,Short Term
teacher,10,MI,mortgage,65000.0,not verified,15.68,0.0,not_applicable,0.0,0,1997,3,37,13,150693,54268,0,0,0,0,2,11,2.0,13,0,0,3,3600,26,10,10,3,78.4,0,0,debt_consolidation,individual,8000,36,12.62,268.09,C,C1,2018-02-01,current,whole,Cash,7252.48,1066.75,747.52,319.23,0.0,Late (37-60 Months),Medium Loan,Low Risk,36.01228988738694,Medium,Good Loan,0,Middle Income,29,Short Term
hr_specialist,7,MD,own,106000.0,verified,13.23,0.0,not_applicable,0.0,2,1997,0,30,12,709773,85599,0,0,0,0,1,4,13.0,12,0,0,2,12300,17,8,7,6,79.3,0,0,debt_consolidation,individual,11600,36,10.91,379.28,B,B4,2018-02-01,current,whole,Cash,10489.71,1510.09,1110.29,399.8,0.0,Late (60+ Months),Medium Loan,Low Risk,12.060053002861478,Low,Good Loan,0,High Income,29,Short Term
civil_engineer,10,FL,mortgage,145000.0,source verified,11.18,270000.0,Source Verified,20.36,1,1996,0,31,15,832225,57979,0,0,0,0,2,4,15.0,15,0,0,1,51400,18,10,1,5,96.8,0,0,car,joint,30000,60,19.03,778.72,D,D3,2018-01-01,current,whole,Cash,28436.34,3830.17,1563.66,2266.51,0.0,Never Late,Very Large Loan,Low Risk,6.966745771876597,Low,Good Loan,0,High Income,30,Long Term
maintenance,10,NY,rent,53000.0,verified,26.43,0.0,not_applicable,0.0,0,2001,2,37,24,81862,32088,0,0,0,0,2,12,4.0,24,0,0,6,31400,31,22,10,0,100.0,0,0,debt_consolidation,individual,18000,60,19.03,467.23,D,D3,2018-02-01,current,whole,Cash,17445.97,1382.66,554.03,828.63,0.0,Never Late,Large Loan,Moderate Risk,39.19767413451907,Medium,Good Loan,0,Middle Income,25,Long Term
associate_brand_manager,0,CA,rent,105000.0,not verified,21.04,0.0,not_applicable,0.0,0,2011,1,14,11,127666,129091,0,0,0,0,7,5,5.0,11,0,0,3,18500,7,4,3,0,100.0,0,0,credit_card,individual,9000,36,9.44,288.05,B,B1,2018-01-01,current,whole,Cash,7896.52,1435.53,1103.48,332.05,0.0,Never Late,Medium Loan,Moderate Risk,101.11619381824448,High,Good Loan,0,High Income,15,Short Term
director_of_nursing,1,NJ,rent,115000.0,not verified,9.62,0.0,not_applicable,0.0,0,1992,4,14,8,50672,38635,0,0,0,802,5,4,8.0,8,0,0,3,15500,4,3,3,0,64.3,0,0,debt_consolidation,individual,14000,36,11.99,464.94,B,B5,2018-01-01,current,whole,Cash,12341.91,2315.37,1658.09,657.28,0.0,Late (13-36 Months),Medium Loan,Low Risk,76.24526365645721,High,Good Loan,0,High Income,34,Short Term
office_manager,10,FL,mortgage,38000.0,source verified,7.8,0.0,not_applicable,0.0,0,2012,6,13,9,25700,4831,0,1,0,0,1,5,1.0,9,0,0,2,15700,11,8,4,0,100.0,0,1,house,individual,12000,36,7.97,375.88,A,A5,2018-01-01,current,whole,Cash,7872.99,4439.37,4127.01,312.36,0.0,Never Late,Medium Loan,Low Risk,18.797665369649806,Low,Good Loan,0,Low Income,14,Short Term
driver,1,IL,rent,100000.0,source verified,12.59,0.0,not_applicable,0.0,0,2013,8,13,11,59211,47055,0,0,0,0,1,5,4.0,11,0,0,5,11600,11,10,9,0,92.3,0,0,credit_card,individual,13000,60,10.91,282.07,B,B4,2018-01-01,in grace period,whole,DirectPay,12336.2,1108.58,663.8,444.78,0.0,Never Late,Medium Loan,Low Risk,79.47003090641942,High,Good Loan,0,High Income,13,Long Term
social_worker,10,CA,rent,79547.0,source verified,22.18,0.0,not_applicable,0.0,0,2001,3,19,9,209978,187415,0,0,0,0,3,5,2.0,9,0,0,4,29500,7,6,5,0,94.1,0,0,medical,individual,8000,36,13.59,271.84,C,C2,2018-01-01,current,whole,Cash,7073.04,1347.12,926.96,420.16,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,89.25458857594604,High,Good Loan,0,Middle Income,25,Short Term
nurse,3,WA,mortgage,87500.0,source verified,10.64,0.0,not_applicable,0.0,0,1996,0,29,13,37451,27604,0,0,0,0,1,4,13.0,13,0,0,8,21600,20,12,10,1,86.2,0,0,credit_card,individual,20000,60,15.04,476.22,C,C4,2018-03-01,current,whole,Cash,19314.82,1395.24,685.18,710.06,0.0,Late (37-60 Months),Large Loan,Low Risk,73.7069771167659,High,Good Loan,0,Middle Income,30,Long Term
analyst,0,ID,rent,50000.0,source verified,7.24,0.0,not_applicable,0.0,0,2010,0,13,9,45972,15227,0,0,0,0,1,4,6.0,9,0,0,3,29800,10,7,3,0,100.0,0,0,credit_card,individual,5000,36,7.97,156.62,A,A5,2018-01-01,fully paid,whole,Cash,0.0,5088.637864413,5000.0,88.64,0.0,Never Late,Medium Loan,Low Risk,33.122335334551465,Medium,Good Loan,0,Middle Income,16,Short Term
sales_consultant,1,WI,rent,40000.0,verified,35.67,0.0,not_applicable,0.0,0,2011,2,15,7,80103,55626,0,0,0,0,4,3,7.0,7,0,0,3,18600,4,3,3,0,100.0,0,0,debt_consolidation,individual,8000,36,13.58,271.8,C,C2,2018-03-01,current,whole,Cash,7450.02,803.33,549.98,253.35,0.0,Never Late,Medium Loan,High Risk,69.44309201902551,Medium,Good Loan,0,Low Income,15,Short Term
transportation_supervisor,3,OH,mortgage,54625.0,source verified,24.67,0.0,not_applicable,0.0,1,2004,0,19,14,54473,40718,0,0,0,0,1,0,6.0,14,0,0,11,14400,14,13,13,0,89.5,0,0,credit_card,individual,16000,36,5.31,481.77,A,A1,2018-03-01,current,whole,DirectPay,15176.24,954.1,823.76,130.34,0.0,Never Late,Large Loan,Moderate Risk,74.74895819947497,High,Good Loan,0,Middle Income,22,Short Term
machine_operator,8,SC,mortgage,83000.0,source verified,30.1,146000.0,Source Verified,25.16,0,2010,3,15,9,73180,51354,0,0,0,0,2,3,1.0,9,0,0,6,31700,9,7,6,0,100.0,0,0,credit_card,joint,35000,60,19.03,908.5,D,D3,2018-02-01,current,whole,Cash,33552.17,3651.38,1447.83,2203.55,0.0,Never Late,Very Large Loan,Moderate Risk,70.17491117791747,High,Good Loan,0,Middle Income,16,Long Term
production,10,KS,mortgage,64000.0,source verified,20.81,0.0,not_applicable,0.0,0,1992,1,29,16,107367,40410,0,0,0,0,2,4,12.0,16,0,0,6,17100,20,13,7,1,96.6,0,0,debt_consolidation,individual,15000,36,11.99,498.15,B,B5,2018-02-01,current,whole,Cash,13948.09,1555.91,1051.91,504.0,0.0,Never Late,Large Loan,Moderate Risk,37.63726284612591,Medium,Good Loan,0,Middle Income,34,Short Term
workout_officer,3,ME,mortgage,87500.0,source verified,14.33,0.0,not_applicable,0.0,0,2003,5,32,12,415096,58663,0,1,0,0,3,4,1.0,12,0,0,3,19000,13,7,4,5,100.0,0,1,debt_consolidation,individual,20000,60,9.93,424.26,B,B2,2018-01-01,current,whole,Cash,18684.61,2110.27,1315.39,794.88,0.0,Never Late,Large Loan,Low Risk,14.13239347042612,Low,Good Loan,0,Middle Income,23,Long Term
loss_prevention,10,CA,rent,95000.0,source verified,17.05,0.0,not_applicable,0.0,0,2009,4,15,12,114575,49713,0,3,0,0,2,9,2.0,12,0,0,5,36600,10,10,6,0,100.0,2,1,credit_card,individual,11000,36,5.32,331.27,A,A1,2018-02-01,current,whole,DirectPay,9862.45,1316.95,1137.55,179.4,0.0,Never Late,Medium Loan,Low Risk,43.38904647610735,Medium,Good Loan,0,Middle Income,17,Short Term
owner,4,MI,mortgage,18000.0,source verified,22.4,0.0,not_applicable,0.0,0,1989,0,18,7,29600,8702,0,1,0,0,1,4,13.0,7,0,0,2,15400,13,6,2,0,100.0,0,1,home_improvement,individual,10000,60,15.04,238.11,C,C4,2018-03-01,current,whole,Cash,9773.03,467.86,226.97,240.89,0.0,Never Late,Medium Loan,Moderate Risk,29.398648648648653,Low,Good Loan,0,Low Income,37,Long Term
technologist,3,CT,mortgage,127000.0,source verified,21.33,0.0,not_applicable,0.0,0,2002,0,10,7,97497,66231,0,0,0,0,1,0,18.0,7,0,0,4,27700,7,5,5,0,100.0,0,0,debt_consolidation,individual,36000,36,10.42,1168.74,B,B3,2018-02-01,current,whole,Cash,32530.58,4654.12,3469.42,1184.7,0.0,Never Late,Very Large Loan,Moderate Risk,67.93132096372196,Medium,Good Loan,0,High Income,24,Short Term
not_provided,0,CT,rent,24525.0,source verified,8.76,0.0,not_applicable,0.0,0,2005,1,18,4,11000,5835,0,0,0,70,0,0,4.0,4,0,0,3,11000,18,4,3,0,83.3,0,0,debt_consolidation,individual,8000,36,12.61,268.06,C,C1,2018-03-01,current,fractional,Cash,7630.08,558.54,369.92,188.62,0.0,Never Late,Medium Loan,Low Risk,53.04545454545454,Medium,Good Loan,0,Low Income,21,Short Term
staff_accountant,1,CA,rent,75000.0,verified,0.4,0.0,not_applicable,0.0,0,2004,1,3,1,4500,709,0,0,0,0,0,0,0.0,1,0,0,1,4500,2,1,1,0,100.0,0,0,other,individual,40000,36,7.35,1241.5,A,A4,2018-01-01,current,whole,Cash,34956.09,6191.17,5043.91,1147.26,0.0,Never Late,Very Large Loan,Low Risk,15.755555555555556,Low,Good Loan,0,Middle Income,22,Short Term
analyst,0,NY,rent,63000.0,not verified,9.68,0.0,not_applicable,0.0,0,1996,4,4,4,40423,23050,0,0,0,0,1,3,5.0,4,0,0,3,31500,3,3,3,0,100.0,0,0,credit_card,individual,9600,36,23.87,375.99,E,E2,2018-03-01,current,fractional,Cash,9033.8,1115.24,566.2,549.04,0.0,Never Late,Medium Loan,Low Risk,57.021992430052194,Medium,Good Loan,0,Middle Income,30,Short Term
network_admin,3,FL,rent,60000.0,source verified,1.71,0.0,not_applicable,0.0,0,2007,8,21,14,35527,44661,0,0,0,0,12,4,2.0,14,0,0,0,0,4,2,2,0,95.0,0,0,moving,individual,5000,36,16.02,175.84,C,C5,2018-01-01,current,fractional,Cash,4439.78,876.69,560.22,316.47,0.0,Late (37-60 Months),Medium Loan,Low Risk,125.71002336251303,High,Good Loan,0,Middle Income,19,Short Term
budget_analyst,10,CA,rent,44000.0,not verified,9.71,0.0,not_applicable,0.0,0,2004,0,24,14,91776,45782,0,0,0,0,7,4,6.0,14,0,0,4,52200,12,7,4,0,100.0,0,0,debt_consolidation,individual,13000,36,6.72,399.75,A,A3,2018-02-01,current,whole,Cash,11681.17,1594.15,1318.83,275.32,0.0,Never Late,Medium Loan,Low Risk,49.88450139470014,Medium,Good Loan,0,Low Income,22,Short Term
senior_content_strategist,4,AZ,rent,50000.0,source verified,1.7,0.0,not_applicable,0.0,0,2007,3,35,16,38450,26991,0,0,0,0,10,3,1.0,16,0,0,1,5500,7,6,3,0,51.5,0,0,debt_consolidation,individual,7200,36,10.42,233.75,B,B3,2018-01-01,current,whole,Cash,6328.85,1164.58,871.15,293.43,0.0,Late (37-60 Months),Medium Loan,Low Risk,70.19765929778934,High,Good Loan,0,Middle Income,19,Short Term
broker_associate,7,IL,rent,50000.0,verified,35.77,0.0,not_applicable,0.0,1,1995,5,37,12,112343,99615,0,0,0,0,3,3,0.0,12,0,0,2,10700,16,9,3,2,97.3,0,0,debt_consolidation,individual,12800,36,21.45,485.21,D,D5,2018-01-01,current,whole,Cash,11471.29,2387.92,1328.71,1059.21,0.0,Never Late,Medium Loan,High Risk,88.67041115156262,High,Good Loan,0,Middle Income,31,Short Term
sterilization_tech,7,CA,rent,65000.0,not verified,18.37,0.0,not_applicable,0.0,0,2003,2,19,11,56450,38553,0,1,0,300,1,3,5.0,11,0,0,4,9500,16,10,8,1,94.4,0,1,debt_consolidation,individual,20000,60,16.02,486.58,C,C5,2018-01-01,current,whole,Cash,18872.39,2397.3,1127.61,1269.69,0.0,Late (37-60 Months),Large Loan,Low Risk,68.29583702391497,Medium,Good Loan,0,Middle Income,23,Long Term
director_of_clinic_operations,7,MO,mortgage,71240.0,not verified,30.15,109740.0,Not Verified,19.87,0,2006,3,27,13,275458,113642,0,0,0,0,5,5,4.0,13,0,0,4,25800,9,7,5,2,100.0,0,0,credit_card,joint,17000,36,7.96,532.41,A,A5,2018-03-01,current,whole,Cash,15732.7,1589.71,1267.3,322.41,0.0,Never Late,Large Loan,Moderate Risk,41.25565421951804,Medium,Good Loan,0,Middle Income,20,Short Term
electrician,0,MA,rent,22244.0,source verified,20.4,0.0,not_applicable,0.0,0,2015,1,6,5,17973,12594,0,0,0,0,1,4,11.0,5,0,0,3,4800,4,4,4,0,100.0,0,0,credit_card,individual,6025,36,12.61,201.88,C,C1,2018-03-01,current,whole,Cash,5604.91,573.99,420.09,153.9,0.0,Never Late,Medium Loan,Moderate Risk,70.07177432815891,High,Good Loan,0,Low Income,11,Short Term
not_provided,0,NC,own,75000.0,verified,27.19,107000.0,Verified,37.74,0,1986,0,11,8,233003,119150,0,0,0,0,1,1,6.0,8,0,0,3,80100,9,7,5,0,100.0,0,0,debt_consolidation,joint,32000,60,9.43,670.97,B,B1,2018-03-01,current,whole,Cash,31157.7,1308.41,842.3,466.11,0.0,Never Late,Very Large Loan,Moderate Risk,51.13668064359687,Medium,Good Loan,0,Middle Income,40,Long Term
not_provided,0,MD,mortgage,32000.0,verified,31.32,0.0,not_applicable,0.0,1,2000,0,11,3,48358,17209,0,0,0,0,1,0,6.0,3,0,0,2,5100,8,2,2,0,63.6,0,0,debt_consolidation,individual,10000,36,14.07,342.12,C,C3,2018-03-01,current,whole,Cash,9547.62,676.42,452.38,224.04,0.0,Never Late,Medium Loan,Moderate Risk,35.586666115223956,Medium,Good Loan,0,Low Income,26,Short Term
personal_training_director,0,NC,rent,39000.0,source verified,2.09,0.0,not_applicable,0.0,0,2006,1,16,14,55128,72049,0,0,0,113,12,1,2.0,14,0,0,2,1200,2,2,2,0,20.0,0,0,medical,individual,6200,36,13.59,210.67,C,C2,2018-01-01,current,whole,Cash,5481.64,1048.67,718.36,330.31,0.0,Late (37-60 Months),Medium Loan,Low Risk,130.69402118705557,High,Good Loan,0,Low Income,20,Short Term
information_technology,7,FL,mortgage,73000.0,source verified,22.78,131000.0,Source Verified,16.73,0,2003,2,23,11,330937,61210,0,0,0,251,5,5,5.0,11,0,0,3,5500,9,5,5,5,65.2,0,0,home_improvement,joint,30000,60,17.47,753.18,D,D1,2018-03-01,current,whole,Cash,29036.82,2230.42,963.18,1267.24,0.0,Late (37-60 Months),Very Large Loan,Moderate Risk,18.4959675104325,Low,Good Loan,0,Middle Income,23,Long Term
account_manager,6,MN,mortgage,74000.0,source verified,21.9,0.0,not_applicable,0.0,0,1998,1,10,8,317711,46803,0,0,0,0,2,4,8.0,8,0,0,4,33500,6,5,4,1,100.0,0,0,home_improvement,individual,2200,36,12.61,73.72,C,C1,2018-03-01,current,fractional,Cash,2098.26,145.9,101.74,44.16,0.0,Never Late,Small Loan,Moderate Risk,14.731312419148221,Low,Good Loan,0,Middle Income,28,Short Term
not_provided,0,CA,rent,7800.0,not verified,32.0,27400.0,Not Verified,21.99,0,2012,2,7,6,9600,6106,0,1,0,0,0,1,2.0,6,0,0,2,6600,6,6,3,0,100.0,0,1,credit_card,joint,10000,36,16.02,351.67,C,C5,2018-01-01,current,whole,Cash,9109.69,1437.83,890.31,547.52,0.0,Never Late,Medium Loan,Moderate Risk,63.604166666666664,Medium,Good Loan,0,Low Income,14,Short Term
customer_service_rep,10,MO,mortgage,67000.0,verified,33.7,0.0,not_applicable,0.0,0,1995,0,33,18,203734,40310,0,0,0,150,2,6,14.0,18,0,0,4,8400,28,15,8,1,84.4,0,0,debt_consolidation,individual,30000,60,18.45,769.17,D,D2,2018-03-01,current,whole,Cash,29379.43,1476.84,620.57,856.27,0.0,Late (37-60 Months),Very Large Loan,Moderate Risk,19.78560279580237,Low,Good Loan,0,Middle Income,31,Long Term
receptionist,4,NJ,mortgage,40000.0,not verified,13.68,0.0,not_applicable,0.0,0,2012,3,8,7,163465,11734,0,0,0,0,0,5,8.0,7,0,0,3,16000,6,6,5,2,87.5,0,0,credit_card,individual,10000,36,10.91,326.97,B,B4,2018-03-01,current,whole,Cash,9285.38,974.85,714.62,260.23,0.0,Never Late,Medium Loan,Low Risk,7.178295047869574,Low,Good Loan,0,Low Income,14,Short Term
director_field_operations,10,TX,rent,145000.0,source verified,24.75,0.0,not_applicable,0.0,1,2001,1,33,19,244929,75961,0,0,0,0,6,4,9.0,19,0,0,5,48600,22,12,5,2,90.9,0,0,credit_card,individual,27000,60,7.97,547.08,A,A5,2018-01-01,current,whole,DirectPay,25136.64,2723.44,1863.36,860.08,0.0,Late (60+ Months),Large Loan,Moderate Risk,31.013477375076043,Medium,Good Loan,0,High Income,25,Long Term
truck_driver,0,MN,mortgage,90000.0,verified,22.17,0.0,not_applicable,0.0,2,1993,8,30,17,341648,50585,0,0,0,0,2,4,1.0,17,0,0,7,11200,19,14,12,3,93.3,0,0,credit_card,individual,20000,36,15.04,693.7,C,C4,2018-03-01,fully paid,fractional,DirectPay,0.0,20677.903182665,20000.0,677.9,0.0,Late (13-36 Months),Large Loan,Moderate Risk,14.806174776378025,Low,Good Loan,0,Middle Income,33,Short Term
second_shift_supervisor_operations,10,NY,rent,80000.0,source verified,20.27,0.0,not_applicable,0.0,0,1988,0,13,6,64566,54131,0,0,0,0,3,5,14.0,6,0,0,2,14700,4,3,3,0,100.0,0,0,credit_card,individual,12000,60,21.45,327.69,D,D5,2018-01-01,current,whole,Cash,11413.45,1609.85,586.55,1023.3,0.0,Never Late,Medium Loan,Moderate Risk,83.83824303813152,High,Good Loan,0,Middle Income,38,Long Term
